999.040405 	0.112362966 	0.00318273902 
891.425842 	0.112503432 	0.00260713021 
794.237671 	0.112550855 	0.00199478003 
707.50946 	0.112699494 	0.00145304354 
631.009521 	0.112815008 	0.00102882599 
562.339172 	0.113019735 	0.000612545933 
500.801239 	0.113232359 	0.000216439541 
446.858795 	0.113367356 	-0.000163132951 
397.582581 	0.113620296 	-0.00045187716 
354.659485 	0.11375922 	-0.000712261535 
316.315765 	0.113991261 	-0.000993279391 
281.894287 	0.114189491 	-0.00121764559 
251.044281 	0.11439313 	-0.00149802002 
223.640198 	0.114580981 	-0.00164175814 
199.298386 	0.114840016 	-0.00181923783 
177.556778 	0.115079112 	-0.0019862724 
158.629395 	0.115208611 	-0.00207499648 
141.31134 	0.115444377 	-0.00222307863 
125.84568 	0.115675025 	-0.00228919648 
112.189957 	0.115897581 	-0.00240091281 
99.9040375 	0.116177 	-0.00246319687 
89.0031662 	0.116348729 	-0.00264590769 
79.3147354 	0.116627313 	-0.0026495168 
70.8387451 	0.11688894 	-0.00271326909 
63.0040207 	0.117035948 	-0.00283020106 
56.2418137 	0.117283776 	-0.00290202256 
50.0801239 	0.11750523 	-0.00295775826 
44.614521 	0.117679723 	-0.00301592122 
39.7582626 	0.117866658 	-0.00304405182 
35.4193573 	0.118185177 	-0.00302517437 
31.5869217 	0.118366726 	-0.00318849669 
28.1700668 	0.118613772 	-0.00318928808 
25.1044273 	0.11883983 	-0.00326003763 
22.3853874 	0.118994199 	-0.00324959029 
19.9298458 	0.119324461 	-0.00345526333 
17.7556782 	0.119467445 	-0.00340236165 
15.8361454 	0.119695291 	-0.00349831535 
14.1189728 	0.119860984 	-0.00359804579 
12.5737619 	0.120142579 	-0.00371599267 
11.2248554 	0.120337412 	-0.00384650961 
9.9904108 	0.120647714 	-0.0040197433 
8.89805984 	0.12084835 	-0.00411437033 
7.93953419 	0.12105047 	-0.00427395618 
7.07654047 	0.121322431 	-0.00453496398 
6.30040264 	0.121576257 	-0.00472907815 
5.61242723 	0.121898659 	-0.00489471434 
5.00801229 	0.122103103 	-0.00513061974 
4.45918846 	0.122535795 	-0.00530847861 
3.98190546 	0.122884952 	-0.00580838183 
3.54791069 	0.123214602 	-0.00601762719 
3.16039586 	0.123728611 	-0.00628508395 
2.81430078 	0.124116525 	-0.00664900104 
2.51044273 	0.124619782 	-0.00684269518 
2.23853803 	0.125360295 	-0.0072344197 
1.99095273 	0.125945166 	-0.00760325138 
1.77395499 	0.126583546 	-0.00775292516 
1.58083737 	0.127390027 	-0.00794745609 
1.41121697  	0.128141627 	-0.00818979461 
1.25805092  	0.12885201 	-0.00829817541 
1.11926901  	0.129718065 	-0.00827507582 
0.998529792 	0.130589023 	-0.00825233012 
0.888996482  	0.131460667 	-0.00825900771 
0.793953419  	0.132204399 	-0.00808533654 
0.707013488 	0.13298589 	-0.00787361246 
0.63065052 	0.133684501 	-0.00765195582 
0.561969399 	0.134346589 	-0.00732795615 
0.500801146 	0.134974435 	-0.00703401258 
0.446530581 	0.135472313 	-0.00669656321 
0.39697656 	0.136000931 	-0.00631205691 
0.354597807  	0.136420041 	-0.00598140061 
0.31532523 	0.136900529 	-0.00568044651 
0.281247705 	0.13722761 	-0.00542105827 
0.250400603  	0.137502611 	-0.00514761172 
0.22326526 	0.137783602 	-0.00488853315 
0.199491799 	0.138003856 	-0.00468753837 
0.177298903 	0.138206944 	-0.00450009014 
0.158038959 	0.138390258 	-0.00434126332 
0.141060576 	0.138552383 	-0.00423984649 
0.125845671 	0.138727903 	-0.00411601551 
0.11197824 	0.138893276 	-0.00407640217 
0.0997458994 	0.139096856 	-0.00410154508 
0.0891024247 	0.139202058 	-0.0041250675 
0.0792889595 	0.139317051 	-0.00419592066 
0.0707500353 	0.13947013 	-0.00427612616 
0.0630518198 	0.139609218 	-0.00437565381 
0.0560783483 	0.13985014 	-0.00453308271 
0.0500288084 	0.140008882 	-0.00475611072 
0.0445750952 	0.140170395 	-0.00495851878 
0.039762307 	0.140431151 	-0.00515834428 
0.0353750028 	0.140713632 	-0.00548831886 
0.0315259062 	0.141043156 	-0.00592082134 
0.0281268004 	0.141254678 	-0.0063474779 
0.0250390954 	0.141522825 	-0.00672015315 
0.0223571938 	0.141894653 	-0.00708532287 
0.019913584 	0.142408982 	-0.00758784264 
0.0177685991 	0.14285852 	-0.00817089062 
0.0158327222 	0.143327132 	-0.0086719403 
0.0140958801 	0.143934667 	-0.0091893943 
0.0125716031 	0.144682929 	-0.00967454258 
0.0111991083 	0.145540431 	-0.0103256907 
0.00998121779 	0.146306098 	-0.0109979175 
0.00889724959 	0.147044748 	-0.0115707945 
0.00792663917 	0.147882164 	-0.0120024625 
0.00706425356 	0.148859411 	-0.0124080116 
0.00629552873 	0.14987734 	-0.012867555 
0.00561242737 	0.150881425 	-0.0133420089 
0.00500083202 	0.151735559 	-0.0137396762 
